Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33,0,0,2,8,1,1,1044,2,0,2,1,8,4,0,2342,0,0,0,19,3,4,80,0,3,2,2,2,2,2,2
29,0,2,2,2,3,3,366,1,1,2,2,7,2,2,6644,2,0,0,19,3,2,80,2,10,2,3,0,0,0,0
33,1,1,1,3,3,1,702,1,1,3,1,6,1,0,3348,1,0,1,11,3,1,80,0,10,3,3,10,8,9,7
42,0,2,1,29,3,1,836,2,1,3,2,4,2,2,4434,1,0,0,13,3,4,80,1,10,3,2,9,8,7,8
34,0,1,1,10,4,5,1597,4,1,2,2,0,3,2,5063,1,0,0,14,3,2,80,1,8,3,2,8,2,7,7
42,0,2,2,5,2,2,1029,4,1,3,5,3,3,2,18303,6,0,0,13,3,2,80,0,21,3,4,1,0,0,0
26,0,2,2,1,3,1,476,3,1,3,2,7,3,2,5296,1,0,0,17,3,2,80,1,8,3,3,8,7,7,7
55,0,2,1,1,4,3,1424,2,1,4,4,5,4,1,14732,2,0,0,13,3,4,80,2,31,4,4,7,7,0,0
50,1,1,2,1,4,1,2044,2,1,3,2,7,3,1,6728,7,0,0,12,3,4,80,2,12,3,3,6,3,0,1
37,0,2,1,7,4,3,1885,4,1,3,2,6,1,2,4284,5,0,1,22,4,3,80,1,16,2,3,5,3,0,4
45,0,0,2,26,3,2,1612,1,1,2,2,7,1,2,4385,1,0,0,15,3,1,80,1,10,2,3,10,7,4,5
43,0,1,2,15,3,1,754,4,1,2,2,7,4,2,6804,3,0,0,18,3,3,80,1,7,5,3,2,2,2,2
39,1,2,2,5,3,5,42,4,1,3,2,8,4,2,2086,3,0,0,14,3,3,80,1,19,6,4,1,0,0,0
38,0,2,2,2,2,2,1125,4,1,3,3,7,2,0,7351,7,0,0,16,3,3,80,0,10,2,3,1,0,0,0
31,0,2,1,1,4,3,95,3,1,3,1,6,2,0,2501,1,0,0,17,3,2,80,0,1,4,3,1,1,1,0
51,0,2,1,1,3,1,353,3,1,3,1,6,4,2,2723,1,0,0,11,3,2,80,0,1,0,2,1,0,0,0
36,0,2,1,1,3,5,1237,3,0,1,3,4,1,1,10252,2,0,1,21,4,3,80,1,17,2,3,7,7,7,7
39,0,2,1,6,1,3,2062,4,1,2,3,0,1,2,9991,4,0,0,15,3,1,80,1,9,5,3,7,7,1,7
32,0,1,1,24,4,1,772,1,1,3,2,2,4,2,5309,1,0,0,15,3,4,80,2,10,2,3,10,8,4,7
27,0,2,1,8,3,3,1647,2,0,4,1,6,3,2,3517,7,0,0,17,3,1,80,0,5,0,3,3,2,0,2
39,0,0,1,9,3,1,2022,4,1,3,5,3,4,0,19431,2,0,0,13,3,3,80,0,21,3,2,6,0,1,3
34,0,2,1,7,4,3,1577,1,1,3,1,6,4,0,2972,1,0,0,13,3,3,80,0,1,4,1,1,0,0,0
34,0,2,1,27,2,3,247,4,0,3,1,6,2,0,2311,2,0,0,15,3,4,80,0,9,3,3,3,2,1,2
43,0,2,2,16,3,2,327,4,0,3,4,3,4,2,16064,5,0,1,22,4,3,80,1,22,3,3,17,13,1,9
31,0,2,1,2,4,1,1721,2,1,3,1,2,3,2,3477,1,0,0,14,3,4,80,1,6,2,4,5,2,0,3
31,1,2,2,6,4,1,163,2,1,1,2,7,3,2,6172,4,0,1,18,3,2,80,0,12,3,2,7,7,7,7
38,0,2,1,1,4,1,724,2,0,4,2,0,4,0,7625,0,0,0,13,3,3,80,0,10,4,2,9,7,1,8
36,0,0,2,1,5,3,479,4,0,3,2,7,4,0,6653,4,0,0,15,3,2,80,0,7,6,3,1,0,0,0
42,0,2,1,24,3,3,605,4,1,3,3,4,1,2,7406,1,0,1,21,4,4,80,1,10,5,2,10,9,5,8
43,0,1,2,26,2,1,158,3,1,3,4,3,4,2,16959,1,0,1,12,3,4,80,2,25,3,4,25,12,4,12
36,0,1,2,3,4,3,481,1,1,2,3,7,4,2,9699,4,0,0,11,3,1,80,1,16,2,3,13,9,1,12
51,1,2,1,4,4,1,1081,1,1,3,1,6,3,2,2461,9,0,1,12,3,3,80,3,18,2,4,10,0,2,7
51,0,1,2,2,3,2,1391,2,1,3,3,7,2,2,10596,2,0,0,11,3,2,80,0,14,5,3,4,2,3,2
33,0,1,1,6,3,1,692,3,1,3,2,0,4,1,7725,3,0,0,23,4,3,80,1,15,2,1,13,11,4,7
25,0,2,0,2,3,4,1987,3,0,3,1,1,2,2,2187,4,0,0,14,3,3,80,0,6,3,3,2,0,1,2
33,0,1,2,10,3,2,446,2,1,2,2,7,4,0,4682,3,0,0,14,3,3,80,0,9,6,2,7,7,0,1
42,0,2,1,13,3,3,1803,2,1,4,2,0,1,2,5538,5,0,0,18,3,3,80,2,10,2,2,0,0,0,0
20,0,2,2,2,3,3,1657,3,0,3,1,8,3,0,2783,1,0,0,19,3,1,80,0,2,3,3,2,2,2,2
42,0,2,0,2,1,5,470,3,1,3,1,1,3,1,2696,0,0,1,11,3,3,80,1,4,5,3,3,2,1,0
41,0,2,2,3,3,1,2037,3,1,2,2,7,2,1,8938,2,0,0,11,3,3,80,1,14,5,3,5,4,0,4
27,0,2,1,5,1,5,844,3,1,2,3,5,4,1,12808,1,0,1,16,3,2,80,1,9,3,3,9,8,0,8
30,0,2,1,1,1,1,104,4,1,2,2,2,4,2,5126,1,0,1,12,3,3,80,2,10,1,2,10,8,3,0
30,0,1,1,5,4,1,861,2,1,2,1,6,4,1,3761,9,0,0,12,3,2,80,1,10,3,2,5,4,0,3
37,1,2,1,2,2,0,4,4,1,2,1,2,3,0,2090,6,0,1,15,3,2,80,0,7,3,3,0,0,0,0
24,0,2,1,21,2,5,1551,3,1,2,1,2,1,1,2296,0,0,0,14,3,2,80,3,2,3,3,1,1,0,0
38,0,2,1,29,3,5,273,4,1,3,2,4,4,2,6261,3,0,0,18,3,1,80,1,9,3,1,7,7,1,7
56,0,2,0,8,4,1,1338,4,1,3,5,3,2,0,19717,6,0,0,14,3,1,80,0,36,4,3,7,3,7,7
32,0,2,1,4,3,1,830,3,0,2,2,4,3,2,6162,1,0,0,12,3,3,80,1,14,3,3,14,13,6,8
30,0,2,2,2,1,5,508,3,1,3,1,8,2,2,2476,1,0,0,18,3,1,80,1,1,3,3,1,0,0,0
38,0,2,1,9,2,1,245,3,0,3,1,2,4,0,2288,1,0,0,12,3,3,80,0,2,3,3,2,2,2,1
25,0,2,2,18,1,1,1399,1,1,4,2,7,3,2,6232,2,0,0,11,3,2,80,0,6,3,2,3,2,1,2
39,0,0,1,1,3,1,1737,4,1,3,2,2,4,2,6472,1,0,1,15,3,4,80,1,9,2,3,9,8,5,8
59,0,2,2,25,3,1,81,1,0,3,3,7,1,0,7637,7,0,0,11,3,4,80,0,28,3,2,21,16,7,9
30,0,2,2,8,2,0,982,3,1,3,3,7,3,1,7264,5,0,0,11,3,1,80,1,10,2,4,8,4,7,7
56,0,1,2,6,3,1,532,3,0,4,4,7,1,2,13212,9,0,0,11,3,4,80,3,36,0,2,7,7,7,7
28,0,2,2,5,4,3,916,1,1,3,2,7,4,0,4908,1,0,0,14,3,2,80,0,4,3,3,4,2,0,2
38,0,1,1,6,4,1,1997,1,1,2,2,4,3,2,5321,2,0,0,11,3,4,80,1,10,1,3,8,3,7,7
28,0,2,2,9,4,1,498,2,1,3,2,7,4,0,5253,1,0,0,16,3,4,80,0,7,1,3,7,5,0,7
19,1,2,1,2,3,1,243,2,1,2,1,2,4,0,1102,1,0,0,22,4,3,80,0,1,3,2,1,0,1,0
34,0,2,1,7,4,1,28,1,0,3,3,5,2,0,11994,0,0,0,11,3,3,80,0,13,4,3,12,6,2,11
51,0,2,1,7,4,3,211,2,1,2,2,4,3,2,6132,2,0,0,17,3,3,80,0,10,2,3,1,0,0,0
32,0,1,1,10,3,1,1720,1,1,3,1,6,3,2,3433,6,0,0,13,3,1,80,1,10,3,2,5,2,1,3
35,0,2,1,1,4,1,2052,3,0,1,1,6,4,2,2977,1,0,0,12,3,4,80,1,4,5,3,4,3,1,1
59,0,0,0,2,4,4,140,3,0,2,5,3,4,2,18844,9,0,0,21,4,4,80,1,30,3,3,3,2,2,2
30,0,2,1,10,3,3,1816,1,0,3,3,4,3,0,9667,9,0,0,14,3,2,80,0,9,3,3,7,7,0,2
29,0,2,1,4,3,5,1762,4,0,2,1,6,1,1,2109,1,0,0,13,3,3,80,1,1,2,3,1,0,0,0
52,0,2,1,4,2,1,546,4,0,3,4,3,4,2,16555,2,0,0,13,3,4,80,0,31,2,1,5,2,1,4
36,0,1,1,3,2,3,238,4,1,3,1,2,2,0,2088,4,0,0,12,3,3,80,0,13,3,2,8,7,7,2
29,0,2,1,13,2,0,2053,4,1,2,2,2,2,2,4025,4,0,1,13,3,1,80,1,10,2,3,4,3,0,3
35,0,2,1,18,5,1,1621,2,1,4,2,6,1,2,5208,1,0,0,11,3,4,80,0,16,2,3,16,15,1,10
25,1,1,2,24,1,1,1273,3,1,1,1,8,4,0,1118,1,0,1,14,3,4,80,0,1,4,3,1,0,1,0
54,0,2,1,19,4,3,799,4,0,3,2,4,1,1,5485,9,0,1,11,3,2,80,2,9,4,3,5,3,1,4
32,0,2,2,7,3,1,420,4,1,2,2,7,3,2,5484,1,0,0,14,3,3,80,1,13,3,2,13,8,4,8
52,0,0,2,2,4,1,329,1,1,2,5,3,3,0,19068,1,0,1,18,3,4,80,0,33,2,4,33,7,15,12
31,0,2,1,9,1,1,581,3,1,3,3,4,2,1,10648,1,0,0,25,4,4,80,1,13,6,4,13,8,0,8
19,1,0,1,10,3,3,1248,1,0,2,1,6,2,0,1859,1,0,1,25,4,2,80,0,1,2,4,1,1,0,0
35,0,2,2,8,4,1,805,1,0,3,1,8,4,2,2572,1,0,0,16,3,2,80,1,3,1,2,3,2,0,2
27,0,1,1,15,3,1,1870,4,0,2,1,6,1,2,4774,0,0,0,19,3,4,80,1,8,2,2,7,6,7,3
26,1,2,1,24,3,5,622,3,1,1,1,2,4,0,2340,1,0,1,18,3,2,80,0,1,3,1,1,0,0,0
28,0,2,1,15,2,1,1102,1,1,3,1,2,3,1,2207,1,0,0,16,3,4,80,1,4,5,2,4,2,2,2
56,1,2,1,24,2,1,1907,1,1,3,1,2,4,0,2587,1,0,0,16,3,4,80,0,5,3,3,4,2,1,0
47,0,0,1,14,4,5,1934,3,1,3,2,6,2,2,5467,8,0,0,18,3,3,80,1,16,4,4,8,7,1,7
40,1,2,2,25,4,2,1318,4,1,2,3,7,2,0,9094,2,0,1,12,3,3,80,0,9,2,3,5,4,1,0
31,0,2,1,4,3,3,1916,1,0,4,1,2,3,1,3978,8,0,0,12,3,2,80,1,4,0,2,2,2,2,2
23,1,2,1,6,3,1,811,3,1,4,1,2,1,2,1601,1,0,1,21,4,3,80,2,1,2,3,0,0,0,0
33,0,2,0,2,3,4,1207,2,1,3,1,1,3,2,3600,1,0,0,13,3,4,80,1,5,2,3,5,4,1,4
27,0,2,2,2,2,3,1898,1,0,4,2,7,3,0,6500,0,0,0,14,3,2,80,0,9,5,2,8,7,0,7
43,0,2,2,2,3,3,1706,4,1,3,2,7,4,2,7847,1,0,1,17,3,1,80,1,10,3,3,10,9,8,8
35,0,2,2,28,4,1,1554,2,0,2,1,8,3,2,2430,0,0,0,23,4,1,80,2,6,5,3,5,3,4,2
40,0,1,2,5,4,1,729,4,1,2,3,7,1,2,10475,5,0,1,21,4,3,80,1,20,2,3,18,13,1,12
36,0,0,1,18,4,1,1133,1,1,3,2,4,4,0,7779,2,0,0,20,4,1,80,0,18,0,3,11,9,0,9
30,0,1,1,1,2,3,57,3,0,3,2,2,4,0,4011,1,0,0,23,4,4,80,0,12,2,3,12,8,3,7
55,0,2,1,2,4,5,1873,2,1,2,1,6,4,2,2662,8,0,0,20,4,2,80,1,19,2,4,5,2,0,4
35,0,2,2,1,5,2,204,3,1,3,3,7,2,2,7295,1,0,0,13,3,1,80,2,10,3,3,10,8,0,6
29,0,2,1,8,1,3,1150,2,1,2,2,4,4,2,5056,1,0,1,15,3,3,80,1,10,2,2,10,7,1,2
39,1,0,1,2,3,1,1458,1,0,2,1,2,1,0,3646,2,0,1,23,4,2,80,0,11,2,4,1,0,0,0
18,0,2,2,10,3,3,411,4,0,2,1,8,3,0,1200,1,0,0,12,3,1,80,0,0,2,3,0,0,0,0
30,0,2,1,9,2,3,41,4,1,2,1,2,3,0,2206,1,0,0,13,3,1,80,0,10,5,3,10,0,1,8
43,0,2,1,12,3,1,520,1,1,2,4,5,2,1,14336,1,0,0,11,3,3,80,1,25,3,3,25,10,3,9
40,0,2,1,1,4,1,1892,1,1,3,4,3,1,1,16823,2,0,0,11,3,1,80,1,22,3,3,19,7,11,16
35,0,1,1,18,4,1,2049,3,1,3,2,0,3,2,5689,1,0,1,14,3,4,80,2,10,2,4,10,2,0,2
35,1,2,2,10,3,3,1639,4,1,2,3,7,1,2,10306,9,0,0,17,3,3,80,0,15,3,3,13,12,6,0
33,0,0,2,22,2,2,160,3,1,3,2,7,2,2,6146,0,0,0,13,3,1,80,1,8,2,4,7,7,0,7
45,0,2,2,9,3,2,864,4,1,3,3,7,1,1,10761,4,0,1,12,3,3,80,1,18,2,3,5,4,0,2
47,0,2,1,1,3,5,1438,1,1,3,1,6,4,2,3420,7,0,0,12,3,3,80,1,17,2,2,6,5,1,2
26,1,2,1,21,3,3,1107,1,1,3,1,2,3,1,2377,1,0,0,20,4,3,80,1,1,0,2,1,1,0,0
42,0,0,1,2,1,1,1334,3,1,3,4,3,3,2,17861,0,0,1,13,3,4,80,0,21,3,2,20,8,2,10
29,0,2,1,7,1,3,912,1,0,2,1,2,4,1,2532,6,0,0,14,3,3,80,3,8,5,3,4,3,0,3
40,0,0,1,9,5,1,287,4,1,2,2,0,4,2,4876,9,0,0,14,3,4,80,1,5,5,1,3,2,0,2
34,0,0,2,10,3,1,1774,4,1,3,2,7,3,1,4001,1,0,1,14,3,3,80,1,15,3,3,15,14,0,7
43,0,1,1,9,5,3,663,4,1,3,2,2,3,1,5679,3,0,1,13,3,2,80,1,10,3,3,8,7,4,7
31,0,2,1,12,3,3,961,4,0,3,2,0,4,2,5855,0,0,1,11,3,3,80,2,10,2,1,9,7,8,5
31,0,2,2,29,4,2,1784,1,0,2,2,7,4,2,5468,1,0,0,14,3,1,80,2,13,3,3,12,7,5,7
22,0,2,1,19,1,3,217,3,1,3,1,6,4,2,2323,1,0,0,24,4,1,80,2,2,6,3,2,2,2,2
33,0,2,1,14,3,3,252,4,0,3,1,6,2,2,2756,1,0,0,13,3,4,80,1,8,5,3,8,7,1,6
55,0,0,1,8,1,3,1278,4,1,2,4,0,2,1,13577,1,0,1,15,3,4,80,1,34,3,3,33,9,15,0
27,0,1,2,2,1,1,1371,4,1,1,2,7,4,0,5071,3,0,0,20,4,2,80,0,8,3,3,6,2,0,0
30,0,0,1,2,3,3,571,3,0,3,1,2,4,0,2564,0,0,0,14,3,3,80,0,12,2,2,11,7,6,7
33,0,1,1,3,4,1,5,4,0,3,1,6,3,2,2909,1,0,1,11,3,3,80,0,8,3,3,8,7,3,0
36,0,0,1,24,4,1,419,2,0,3,2,2,2,2,5674,7,0,0,15,3,3,80,1,11,3,3,9,8,0,8
33,0,2,2,10,4,2,1924,2,1,3,2,7,3,0,5487,1,0,0,14,3,2,80,0,10,2,2,10,4,0,9
28,0,2,1,1,3,3,1834,3,0,3,1,6,1,2,3591,1,0,0,25,4,3,80,1,3,3,3,3,2,1,2
30,1,2,2,1,3,1,1562,2,1,2,2,7,1,2,9714,1,0,0,11,3,4,80,1,10,4,3,10,8,6,7
29,1,2,2,27,3,2,283,2,0,3,3,7,4,2,7639,1,0,0,22,4,4,80,3,10,3,2,10,4,1,9
39,1,2,1,23,3,3,1310,3,1,3,1,6,1,0,3904,0,0,0,13,3,1,80,0,6,2,3,5,2,0,3
36,0,2,1,26,4,1,1682,1,1,3,2,0,3,2,5347,6,0,0,14,3,2,80,2,10,2,2,3,2,0,2
32,0,0,1,29,4,3,1046,4,0,3,1,2,3,0,4025,9,0,0,12,3,2,80,0,10,2,3,8,7,7,7
23,0,2,1,4,3,3,705,1,1,4,1,6,1,2,2819,2,0,0,16,3,1,80,1,5,3,4,3,2,0,2
29,0,2,2,10,3,1,749,3,1,3,1,8,3,0,2642,1,0,0,11,3,3,80,0,1,6,3,1,0,0,0
41,0,2,2,1,3,2,534,2,1,4,3,7,1,2,8392,1,0,0,16,3,3,80,1,10,2,3,10,7,0,7
54,0,2,1,7,4,3,1830,4,0,3,2,6,4,2,6854,4,0,0,15,3,2,80,1,14,2,2,7,1,1,7
35,1,1,1,25,4,1,881,4,0,3,1,6,2,1,2022,1,0,1,19,3,1,80,1,10,3,2,10,2,7,8
28,0,1,1,6,3,1,1154,3,1,2,1,6,3,1,2703,1,0,1,14,3,4,80,1,3,2,3,3,1,0,2
34,0,2,2,3,2,1,1779,4,0,1,2,7,4,0,6029,5,0,0,12,3,1,80,0,6,3,3,2,2,2,2
31,0,1,1,1,3,1,1956,4,1,1,2,6,1,2,5003,1,0,0,21,4,2,80,0,10,6,3,10,8,8,7
32,1,0,2,11,4,0,631,4,1,4,2,7,3,2,4707,8,0,0,12,3,4,80,0,6,2,3,4,2,1,2
40,0,1,1,11,3,5,1985,4,0,3,2,2,3,2,6323,1,0,0,11,3,1,80,1,10,2,4,10,9,9,4
28,0,2,1,2,1,1,1136,1,1,2,1,6,2,2,3201,0,0,0,17,3,1,80,0,6,2,1,5,3,0,4
22,0,2,1,1,2,1,872,4,1,2,2,4,4,2,4775,6,0,0,22,4,1,80,2,4,2,1,2,2,2,2
28,0,1,1,1,4,3,1286,4,1,3,1,2,3,0,2154,0,0,1,11,3,3,80,0,5,2,2,4,2,0,2
25,0,2,2,4,2,1,527,2,0,2,2,7,4,0,4487,1,0,1,11,3,2,80,0,5,3,3,5,4,1,3
35,0,0,1,3,3,1,704,3,1,2,1,2,3,2,1281,1,0,0,18,3,3,80,2,1,3,3,1,0,0,0
32,0,2,2,7,5,2,1446,4,1,3,2,7,4,2,9204,4,0,0,12,3,3,80,1,7,3,2,4,3,0,3
38,0,2,1,6,2,0,1782,4,0,2,1,2,3,2,3702,1,0,0,11,3,2,80,1,5,3,3,5,4,0,4
29,1,1,2,13,3,5,1487,1,0,3,2,7,2,0,5765,5,0,0,11,3,1,80,0,7,4,1,5,3,0,0
25,0,2,2,28,3,1,183,1,1,2,2,7,3,2,8639,2,0,0,18,3,4,80,0,6,3,3,2,2,2,2
29,0,2,1,15,2,1,15,4,0,2,2,2,3,0,4193,0,0,1,12,3,4,80,0,10,3,3,9,5,0,8
31,0,0,1,5,3,3,2057,2,1,3,2,4,1,0,9936,0,0,0,19,3,2,80,0,10,2,3,9,4,1,7
40,0,2,1,24,2,5,335,1,1,3,2,6,4,1,3319,1,0,0,17,3,1,80,2,9,3,3,9,8,4,7
54,0,1,1,20,4,1,450,4,0,3,2,6,3,0,4869,3,0,0,12,3,4,80,0,20,4,2,4,3,0,3
47,0,2,1,2,4,3,1443,1,0,3,4,5,3,2,17169,3,0,0,19,3,2,80,2,26,2,4,20,17,5,6
27,0,1,2,8,1,2,800,3,1,3,2,7,4,2,4342,0,0,0,19,3,2,80,1,5,3,3,4,2,1,1
35,0,2,2,1,3,3,620,1,0,3,2,7,3,0,4859,1,0,0,16,3,4,80,0,5,3,3,5,4,0,3
48,0,0,1,1,4,3,1116,1,1,4,4,3,4,0,16885,2,0,0,22,4,3,80,0,27,3,2,5,4,2,1
47,0,2,0,26,4,1,1625,4,0,3,5,3,3,2,19658,3,0,0,11,3,3,80,1,27,2,3,5,2,1,0
51,0,2,1,6,3,1,162,1,1,3,5,5,3,0,19537,7,0,0,13,3,3,80,0,23,5,3,20,18,15,15
41,0,0,1,2,4,0,616,1,0,2,2,0,3,0,6811,2,0,1,17,3,1,80,0,10,3,3,8,7,0,7
30,0,2,2,15,2,2,1754,3,1,2,3,7,1,1,7140,2,0,0,11,3,1,80,1,12,2,3,7,7,1,7
34,0,2,2,8,2,5,1823,2,1,4,2,7,3,2,6799,1,0,0,21,4,3,80,2,10,5,3,10,8,4,8
30,0,2,2,10,3,2,1179,3,1,2,2,7,3,2,6578,1,0,0,18,3,1,80,1,10,3,3,10,3,1,4
27,0,0,1,3,3,3,850,4,1,3,1,6,4,2,1706,1,0,0,11,3,3,80,3,0,6,2,0,0,0,0
41,0,2,0,1,3,4,734,4,1,2,5,3,3,2,19189,1,0,0,12,3,2,80,1,22,3,3,22,7,2,10
49,0,2,1,8,2,0,944,1,0,3,3,2,2,2,7403,4,0,0,11,3,3,80,1,29,3,2,26,9,1,7
35,0,2,1,1,3,3,1369,4,0,2,2,2,4,2,5363,0,0,0,12,3,2,80,1,10,0,3,9,7,0,0
36,0,2,1,12,5,3,1073,4,0,2,3,4,4,0,8858,0,0,0,11,3,2,80,0,15,2,2,14,8,7,8
29,1,2,2,1,3,3,896,2,0,2,1,8,3,1,2800,6,0,1,19,3,3,80,3,5,3,3,3,2,0,2
20,1,1,2,9,3,2,1077,4,0,3,1,8,4,0,2323,1,0,1,14,3,2,80,0,2,3,3,2,2,0,2
35,1,2,1,23,2,1,261,2,1,2,2,4,3,2,5916,3,0,1,13,3,1,80,0,8,1,3,1,0,0,1
56,0,2,1,4,4,5,1191,4,0,3,5,3,1,1,19943,4,0,0,13,3,4,80,1,28,2,3,5,2,4,2
38,0,1,1,2,2,1,556,4,1,3,1,2,4,2,1702,1,0,1,23,4,3,80,1,1,3,3,1,0,0,0
36,0,2,1,27,3,3,13,3,1,3,2,0,3,2,5237,6,0,0,13,3,2,80,2,17,3,2,7,7,7,7
26,0,1,1,1,3,1,384,3,0,3,2,4,2,1,6397,1,0,0,20,4,1,80,1,6,6,1,6,5,1,4
50,0,0,1,2,4,1,905,1,1,3,4,3,1,1,17924,1,0,0,11,3,4,80,1,31,3,3,31,6,14,7
32,1,2,1,9,3,3,190,1,0,3,1,2,1,0,4200,7,0,0,22,4,1,80,0,10,2,4,5,4,0,4
32,0,2,2,1,4,3,2013,2,1,2,1,8,2,2,2269,0,0,0,14,3,2,80,1,3,2,3,2,2,2,2
29,0,2,1,1,3,1,1249,1,0,3,1,6,4,1,3760,1,0,0,15,3,1,80,3,3,5,3,3,2,1,2
30,0,2,1,6,3,5,1311,1,0,2,2,2,4,2,4627,0,0,0,12,3,1,80,1,10,6,3,9,2,6,7
